"phase title","phase see","pattern title","pattern see","rule title","rule context","generate context test","let name","let value","assert test","assert description","assert severity","notes"
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Assembly-Stadium""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Assembly-Stadium (closed)""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Assembly-Stadium (open)""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Assembly-Public""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Recreation-Pool""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is recommended","WARNING",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is recommended","WARNING",""
"","","","","","","","","","//auc:CookingSystems/auc:CookingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:CookingSystem is recommended","WARNING",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is required","ERROR",""
"","","","","","","","","","//auc:LaundrySystems/auc:LaundrySystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LaundrySystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Recreation-Bowling alley""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is recommended","WARNING",""
"","","","","","","","","","//auc:CookingSystems/auc:CookingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:CookingSystem is recommended","WARNING",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Recreation-Fitness center""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is recommended","WARNING",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is recommended","WARNING",""
"","","","","","","","","","//auc:CookingSystems/auc:CookingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:CookingSystem is recommended","WARNING",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is recommended","WARNING",""
"","","","","","","","","","//auc:LaundrySystems/auc:LaundrySystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LaundrySystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Recreation-Ice rink""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is recommended","WARNING",""
"","","","","","","","","","//auc:RefrigerationSystems/auc:RefrigerationSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:RefrigerationSystem is required","ERROR",""
"","","","","","","","","","//auc:CookingSystems/auc:CookingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:CookingSystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Recreation-Roller rink""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is recommended","WARNING",""
"","","","","","","","","","//auc:CookingSystems/auc:CookingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:CookingSystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Recreation-Indoor sport""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Recreation""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Education-Adult""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Education-Higher""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Education-Secondary""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Education-Primary""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Education-Preschool or daycare""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Education-Vocational""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is recommended","WARNING",""
